Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Movie_Age,Genre_Count,Director_Frequency,Actor1_Frequency,Genre_Encoded,Director_Encoded,combined_features
Overtime,2012.0,114.0,Drama,4.8,25.0,Ajay Yadav,Frank M. Ahearn,Ramnita Chaudhry,Preeti Chauhan,14.0,1,2,1,246,109,Drama Ajay Yadav Frank M. Ahearn Ramnita Chaudhry
Oye Lucky! Lucky Oye!,2008.0,125.0,"Action, Comedy, Crime",7.7,16700.0,Dibakar Banerjee,Abhay Deol,Paresh Rawal,Neetu Chandra,18.0,3,6,11,18,572,"Action, Comedy, Crime Dibakar Banerjee Abhay Deol Paresh Rawal"
P Se PM Tak,2015.0,123.0,"Comedy, Drama",3.9,80.0,Kundan Shah,Meenakshi Dixit,Indrajeet Soni,Bharat Jadhav,11.0,2,7,1,154,1090,"Comedy, Drama Kundan Shah Meenakshi Dixit Indrajeet Soni"
P Se Pyaar F Se Faraar,2019.0,131.0,"Crime, Drama, Romance",6.8,641.0,Manoj Shidheshwari Tiwari,Bhavesh Kumar,Jimmy Sheirgill,Kumud Mishra,7.0,3,3,1,203,1208,"Crime, Drama, Romance Manoj Shidheshwari Tiwari Bhavesh Kumar Jimmy Sheirgill"
Paa,2009.0,133.0,"Comedy, Drama",7.2,11492.0,R. Balki,Amitabh Bachchan,Abhishek Bachchan,Vidya Balan,17.0,2,5,104,154,1560,"Comedy, Drama R. Balki Amitabh Bachchan Abhishek Bachchan"
Paagalpan,2001.0,146.0,Romance,6.5,40.0,Joy Augustine,Karann Nathh,Aarthi Agarwal,Dr. Vilas Ujawane,25.0,1,2,3,371,906,Romance Joy Augustine Karann Nathh Aarthi Agarwal
Paan Singh Tomar,2012.0,135.0,"Action, Biography, Crime",8.2,34161.0,Tigmanshu Dhulia,Irrfan Khan,Mahie Gill,Rajesh Abhay,14.0,3,12,17,15,2367,"Action, Biography, Crime Tigmanshu Dhulia Irrfan Khan Mahie Gill"
Paanch,2003.0,130.0,"Crime, Thriller",7.7,2200.0,Anurag Kashyap,Kay Kay Menon,Aditya Srivastav,Joy Fernandes,23.0,2,14,15,217,250,"Crime, Thriller Anurag Kashyap Kay Kay Menon Aditya Srivastav"
Paanch Qaidi,1981.0,137.0,"Action, Adventure",6.2,25.0,Shibu Mitra,Mahendra Sandhu,Sarika,Amjad Khan,45.0,2,16,4,1,2117,"Action, Adventure Shibu Mitra Mahendra Sandhu Sarika"
Paandav,1995.0,132.0,"Action, Drama",4.1,541.0,Raj N. Sippy,Akshay Kumar,Nandini,Prithvi,31.0,2,17,82,38,1616,"Action, Drama Raj N. Sippy Akshay Kumar Nandini"
Paap,2003.0,120.0,"Action, Drama, Romance",5.1,806.0,Pooja Bhatt,John Abraham,Udita Goswami,Mohan Agashe,23.0,3,4,22,47,1474,"Action, Drama, Romance Pooja Bhatt John Abraham Udita Goswami"
Paap Ki Duniya,1988.0,168.0,"Action, Drama, Romance",5.0,103.0,Shibu Mitra,Sunny Deol,Neelam Kothari,Pran,38.0,3,16,53,47,2117,"Action, Drama, Romance Shibu Mitra Sunny Deol Neelam Kothari"
Paap Ki Kamaee,1990.0,160.0,Action,5.2,29.0,Kawal Sharma,Rita Bhaduri,Sangeeta Bijlani,Mithun Chakraborty,36.0,1,8,6,0,1018,Action Kawal Sharma Rita Bhaduri Sangeeta Bijlani
Paap Ko Jalaa Kar Raakh Kar Doonga,1988.0,153.0,Crime,5.4,67.0,K.R. Reddy,Dharmendra,Govinda,Anita Raj,38.0,1,3,90,195,948,Crime K.R. Reddy Dharmendra Govinda
